Order_ID,Customer_ID,Product_ID,Order_Type,Order_Date,Store_City,Store_Region,Store_Latitude,Store_Longitude,Total_Amount,Order_Month
ORD00247,CUST0226,PROD015,Purchase,2025-02-18,Kilkenny,Leinster,52.6541,-7.2448,112,2025-02
ORD00248,CUST0234,PROD008,Purchase,2024-12-27,Cork,Munster,51.8985,-8.4756,77,2024-12
ORD00249,CUST0001,PROD012,Purchase,2025-03-24,Galway,Connacht,53.2707,-9.0568,93,2025-03
ORD00250,CUST0491,PROD019,Purchase,2025-03-16,Athlone,Leinster,53.4239,-7.9407,90,2025-03
ORD00251,CUST0220,PROD018,Return,2025-01-27,Waterford,Munster,52.2593,-7.1101,-123,2025-01
ORD00252,CUST0104,PROD020,Purchase,2024-12-21,Sligo,Connacht,54.2742,-8.4694,56,2024-12
ORD00253,CUST0353,PROD007,Purchase,2024-10-28,Galway,Connacht,53.2707,-9.0568,65,2024-10
ORD00254,CUST0466,PROD007,Purchase,2025-03-13,Cork,Munster,51.8985,-8.4756,109,2025-03
ORD00255,CUST0068,PROD010,Return,2024-12-26,Dublin,Leinster,53.3498,-6.2603,-65,2024-12
ORD00256,CUST0452,PROD015,Purchase,2024-10-13,Cork,Munster,51.8985,-8.4756,76,2024-10
ORD00257,CUST0333,PROD006,Purchase,2024-12-01,Kilkenny,Leinster,52.6541,-7.2448,109,2024-12
ORD00258,CUST0155,PROD003,Purchase,2025-01-23,Waterford,Munster,52.2593,-7.1101,111,2025-01
ORD00259,CUST0082,PROD006,Return,2024-11-03,Cork,Munster,51.8985,-8.4756,-109,2024-11
ORD00260,CUST0448,PROD006,Purchase,2025-01-07,Dublin,Leinster,53.3498,-6.2603,76,2025-01
ORD00261,CUST0478,PROD017,Return,2024-12-21,Waterford,Munster,52.2593,-7.1101,-98,2024-12
ORD00262,CUST0449,PROD004,Purchase,2025-02-18,Sligo,Connacht,54.2742,-8.4694,53,2025-02
ORD00263,CUST0141,PROD013,Purchase,2025-03-05,Kilkenny,Leinster,52.6541,-7.2448,112,2025-03
ORD00264,CUST0048,PROD002,Purchase,2025-02-18,Galway,Connacht,53.2707,-9.0568,93,2025-02
ORD00265,CUST0336,PROD014,Purchase,2024-11-30,Sligo,Connacht,54.2742,-8.4694,93,2024-11
ORD00266,CUST0185,PROD009,Purchase,2025-02-01,Dublin,Leinster,53.3498,-6.2603,93,2025-02
ORD00267,CUST0129,PROD018,Return,2024-12-23,Sligo,Connacht,54.2742,-8.4694,-63,2024-12
ORD00268,CUST0043,PROD009,Purchase,2025-03-19,Cork,Munster,51.8985,-8.4756,56,2025-03
ORD00269,CUST0191,PROD005,Return,2025-02-11,Dublin,Leinster,53.3498,-6.2603,-77,2025-02
ORD00270,CUST0341,PROD006,Purchase,2025-04-11,Sligo,Connacht,54.2742,-8.4694,123,2025-04
ORD00271,CUST0463,PROD019,Purchase,2024-12-22,Cork,Munster,51.8985,-8.4756,69,2024-12
ORD00272,CUST0333,PROD009,Purchase,2024-11-01,Cork,Munster,51.8985,-8.4756,111,2024-11
ORD00273,CUST0085,PROD001,Purchase,2025-02-19,Kilkenny,Leinster,52.6541,-7.2448,28,2025-02
ORD00274,CUST0027,PROD011,Purchase,2024-11-25,Cork,Munster,51.8985,-8.4756,77,2024-11
ORD00275,CUST0203,PROD015,Purchase,2025-01-10,Cork,Munster,51.8985,-8.4756,109,2025-01
ORD00276,CUST0321,PROD005,Purchase,2024-10-15,Galway,Connacht,53.2707,-9.0568,76,2024-10
ORD00277,CUST0157,PROD002,Purchase,2025-02-08,Cork,Munster,51.8985,-8.4756,109,2025-02
ORD00278,CUST0372,PROD005,Purchase,2025-03-31,Galway,Connacht,53.2707,-9.0568,69,2025-03
ORD00279,CUST0359,PROD011,Purchase,2025-01-28,Galway,Connacht,53.2707,-9.0568,77,2025-01
ORD00280,CUST0387,PROD020,Purchase,2024-12-13,Dublin,Leinster,53.3498,-6.2603,98,2024-12
ORD00281,CUST0120,PROD002,Purchase,2025-04-06,Cork,Munster,51.8985,-8.4756,56,2025-04
ORD00282,CUST0220,PROD020,Purchase,2025-02-06,Waterford,Munster,52.2593,-7.1101,93,2025-02
ORD00283,CUST0336,PROD010,Purchase,2024-11-22,Athlone,Leinster,53.4239,-7.9407,112,2024-11
ORD00284,CUST0047,PROD016,Purchase,2025-02-13,Waterford,Munster,52.2593,-7.1101,53,2025-02
ORD00285,CUST0361,PROD019,Purchase,2024-10-23,Limerick,Munster,52.6638,-8.6267,94,2024-10
ORD00286,CUST0049,PROD018,Purchase,2025-02-11,Dublin,Leinster,53.3498,-6.2603,87,2025-02
ORD00287,CUST0001,PROD012,Purchase,2025-03-19,Waterford,Munster,52.2593,-7.1101,111,2025-03
ORD00288,CUST0110,PROD003,Purchase,2025-01-09,Athlone,Leinster,53.4239,-7.9407,90,2025-01
ORD00289,CUST0245,PROD011,Return,2025-04-05,Cork,Munster,51.8985,-8.4756,-56,2025-04
ORD00290,CUST0040,PROD017,Purchase,2025-02-24,Athlone,Leinster,53.4239,-7.9407,77,2025-02
ORD00291,CUST0068,PROD008,Purchase,2024-12-08,Cork,Munster,51.8985,-8.4756,77,2024-12
ORD00292,CUST0304,PROD006,Purchase,2025-02-14,Dublin,Leinster,53.3498,-6.2603,111,2025-02
ORD00293,CUST0116,PROD017,Purchase,2024-12-29,Cork,Munster,51.8985,-8.4756,77,2024-12
ORD00294,CUST0266,PROD003,Purchase,2024-11-02,Cork,Munster,51.8985,-8.4756,94,2024-11
ORD00295,CUST0349,PROD017,Return,2024-11-07,Waterford,Munster,52.2593,-7.1101,-76,2024-11
ORD00296,CUST0228,PROD006,Purchase,2024-10-19,Dublin,Leinster,53.3498,-6.2603,111,2024-10
ORD00297,CUST0005,PROD014,Purchase,2024-10-18,Kilkenny,Leinster,52.6541,-7.2448,98,2024-10
ORD00298,CUST0005,PROD018,Purchase,2024-12-09,Athlone,Leinster,53.4239,-7.9407,98,2024-12
ORD00299,CUST0357,PROD018,Purchase,2025-01-14,Cork,Munster,51.8985,-8.4756,111,2025-01
ORD00300,CUST0176,PROD013,Purchase,2024-11-02,Waterford,Munster,52.2593,-7.1101,123,2024-11
ORD00301,CUST0419,PROD003,Purchase,2024-10-29,Cork,Munster,51.8985,-8.4756,77,2024-10
ORD00302,CUST0062,PROD012,Purchase,2024-11-25,Kilkenny,Leinster,52.6541,-7.2448,90,2024-11
ORD00303,CUST0441,PROD008,Purchase,2025-04-01,Cork,Munster,51.8985,-8.4756,56,2025-04
ORD00304,CUST0217,PROD007,Purchase,2025-01-23,Cork,Munster,51.8985,-8.4756,93,2025-01
ORD00305,CUST0356,PROD011,Purchase,2024-11-06,Waterford,Munster,52.2593,-7.1101,53,2024-11
ORD00306,CUST0068,PROD011,Purchase,2024-12-25,Waterford,Munster,52.2593,-7.1101,111,2024-12
ORD00307,CUST0245,PROD012,Purchase,2025-01-07,Kilkenny,Leinster,52.6541,-7.2448,98,2025-01
ORD00308,CUST0037,PROD010,Return,2024-12-22,Cork,Munster,51.8985,-8.4756,-98,2024-12
ORD00309,CUST0118,PROD007,Return,2025-02-18,Limerick,Munster,52.6638,-8.6267,-53,2025-02
ORD00310,CUST0197,PROD020,Purchase,2025-03-04,Galway,Connacht,53.2707,-9.0568,65,2025-03
ORD00311,CUST0046,PROD017,Purchase,2025-02-23,Cork,Munster,51.8985,-8.4756,94,2025-02
ORD00312,CUST0375,PROD016,Purchase,2025-01-23,Limerick,Munster,52.6638,-8.6267,90,2025-01
ORD00313,CUST0413,PROD018,Purchase,2024-12-31,Athlone,Leinster,53.4239,-7.9407,93,2024-12
ORD00314,CUST0053,PROD001,Purchase,2025-02-02,Waterford,Munster,52.2593,-7.1101,76,2025-02
ORD00315,CUST0053,PROD004,Purchase,2025-03-04,Cork,Munster,51.8985,-8.4756,28,2025-03
ORD00316,CUST0161,PROD012,Purchase,2025-03-01,Waterford,Munster,52.2593,-7.1101,77,2025-03
ORD00317,CUST0189,PROD015,Purchase,2024-11-10,Dublin,Leinster,53.3498,-6.2603,111,2024-11
ORD00318,CUST0452,PROD008,Purchase,2025-03-31,Limerick,Munster,52.6638,-8.6267,77,2025-03
ORD00319,CUST0154,PROD020,Return,2024-12-30,Cork,Munster,51.8985,-8.4756,-65,2024-12
ORD00320,CUST0071,PROD020,Purchase,2025-02-15,Galway,Connacht,53.2707,-9.0568,87,2025-02
ORD00321,CUST0196,PROD008,Purchase,2024-10-30,Cork,Munster,51.8985,-8.4756,69,2024-10
ORD00322,CUST0397,PROD002,Purchase,2025-03-21,Limerick,Munster,52.6638,-8.6267,109,2025-03
ORD00323,CUST0417,PROD011,Purchase,2025-01-14,Cork,Munster,51.8985,-8.4756,56,2025-01
ORD00324,CUST0386,PROD013,Purchase,2025-02-07,Kilkenny,Leinster,52.6541,-7.2448,111,2025-02
ORD00325,CUST0448,PROD004,Purchase,2024-12-29,Cork,Munster,51.8985,-8.4756,57,2024-12
ORD00326,CUST0069,PROD013,Purchase,2025-04-11,Limerick,Munster,52.6638,-8.6267,123,2025-04
ORD00327,CUST0329,PROD009,Purchase,2024-12-04,Athlone,Leinster,53.4239,-7.9407,77,2024-12
ORD00328,CUST0347,PROD018,Purchase,2024-10-17,Sligo,Connacht,54.2742,-8.4694,109,2024-10
ORD00329,CUST0074,PROD010,Purchase,2025-02-22,Waterford,Munster,52.2593,-7.1101,53,2025-02
ORD00330,CUST0036,PROD001,Purchase,2024-12-21,Cork,Munster,51.8985,-8.4756,112,2024-12
ORD00331,CUST0272,PROD017,Purchase,2024-11-22,Limerick,Munster,52.6638,-8.6267,77,2024-11
ORD00332,CUST0289,PROD012,Purchase,2025-01-05,Cork,Munster,51.8985,-8.4756,63,2025-01
ORD00333,CUST0005,PROD017,Purchase,2025-01-05,Cork,Munster,51.8985,-8.4756,93,2025-01
ORD00334,CUST0313,PROD017,Purchase,2024-11-25,Sligo,Connacht,54.2742,-8.4694,69,2024-11
ORD00335,CUST0333,PROD015,Purchase,2025-03-26,Cork,Munster,51.8985,-8.4756,65,2025-03
ORD00336,CUST0085,PROD016,Purchase,2024-12-20,Limerick,Munster,52.6638,-8.6267,77,2024-12
ORD00337,CUST0226,PROD002,Return,2024-10-30,Sligo,Connacht,54.2742,-8.4694,-65,2024-10
ORD00338,CUST0180,PROD010,Purchase,2025-02-21,Waterford,Munster,52.2593,-7.1101,109,2025-02
ORD00339,CUST0370,PROD007,Purchase,2024-12-21,Waterford,Munster,52.2593,-7.1101,123,2024-12
ORD00340,CUST0110,PROD011,Purchase,2025-01-24,Athlone,Leinster,53.4239,-7.9407,98,2025-01
ORD00341,CUST0322,PROD017,Purchase,2025-04-04,Cork,Munster,51.8985,-8.4756,111,2025-04
ORD00342,CUST0384,PROD003,Purchase,2025-02-13,Sligo,Connacht,54.2742,-8.4694,111,2025-02
ORD00343,CUST0078,PROD004,Purchase,2024-12-19,Dublin,Leinster,53.3498,-6.2603,56,2024-12
ORD00344,CUST0471,PROD006,Purchase,2024-10-22,Dublin,Leinster,53.3498,-6.2603,53,2024-10
ORD00345,CUST0211,PROD018,Return,2024-12-27,Cork,Munster,51.8985,-8.4756,-56,2024-12
ORD00346,CUST0316,PROD018,Purchase,2024-12-03,Cork,Munster,51.8985,-8.4756,98,2024-12
ORD00347,CUST0352,PROD001,Purchase,2024-11-16,Kilkenny,Leinster,52.6541,-7.2448,98,2024-11
ORD00348,CUST0227,PROD003,Return,2024-11-03,Limerick,Munster,52.6638,-8.6267,-87,2024-11
ORD00349,CUST0441,PROD007,Purchase,2025-03-24,Cork,Munster,51.8985,-8.4756,77,2025-03
ORD00350,CUST0112,PROD007,Purchase,2025-03-20,Galway,Connacht,53.2707,-9.0568,93,2025-03
ORD00351,CUST0045,PROD014,Purchase,2025-01-07,Athlone,Leinster,53.4239,-7.9407,28,2025-01
ORD00352,CUST0460,PROD004,Purchase,2024-10-28,Limerick,Munster,52.6638,-8.6267,94,2024-10
ORD00353,CUST0052,PROD007,Purchase,2025-02-16,Waterford,Munster,52.2593,-7.1101,123,2025-02
ORD00354,CUST0072,PROD018,Purchase,2024-11-21,Waterford,Munster,52.2593,-7.1101,57,2024-11
ORD00355,CUST0386,PROD014,Purchase,2025-02-12,Galway,Connacht,53.2707,-9.0568,76,2025-02
ORD00356,CUST0064,PROD003,Purchase,2025-02-12,Galway,Connacht,53.2707,-9.0568,93,2025-02
ORD00357,CUST0302,PROD005,Purchase,2025-02-03,Dublin,Leinster,53.3498,-6.2603,109,2025-02
ORD00358,CUST0374,PROD001,Purchase,2024-10-15,Cork,Munster,51.8985,-8.4756,77,2024-10
ORD00359,CUST0197,PROD015,Purchase,2024-10-20,Limerick,Munster,52.6638,-8.6267,109,2024-10
ORD00360,CUST0180,PROD011,Purchase,2025-03-12,Dublin,Leinster,53.3498,-6.2603,56,2025-03
ORD00361,CUST0494,PROD002,Purchase,2024-12-14,Waterford,Munster,52.2593,-7.1101,90,2024-12
ORD00362,CUST0220,PROD003,Purchase,2024-11-27,Athlone,Leinster,53.4239,-7.9407,69,2024-11
ORD00363,CUST0162,PROD003,Purchase,2024-11-04,Athlone,Leinster,53.4239,-7.9407,77,2024-11
ORD00364,CUST0406,PROD002,Purchase,2025-03-12,Athlone,Leinster,53.4239,-7.9407,123,2025-03
ORD00365,CUST0072,PROD006,Purchase,2025-01-28,Limerick,Munster,52.6638,-8.6267,90,2025-01
ORD00366,CUST0127,PROD009,Purchase,2024-11-19,Cork,Munster,51.8985,-8.4756,77,2024-11
ORD00367,CUST0142,PROD018,Purchase,2024-10-24,Dublin,Leinster,53.3498,-6.2603,94,2024-10
ORD00368,CUST0331,PROD003,Purchase,2025-03-21,Galway,Connacht,53.2707,-9.0568,112,2025-03
ORD00369,CUST0044,PROD019,Purchase,2025-03-08,Waterford,Munster,52.2593,-7.1101,65,2025-03
ORD00370,CUST0128,PROD008,Purchase,2025-01-26,Kilkenny,Leinster,52.6541,-7.2448,77,2025-01
ORD00371,CUST0284,PROD009,Purchase,2024-11-20,Cork,Munster,51.8985,-8.4756,112,2024-11
ORD00372,CUST0308,PROD014,Purchase,2025-02-01,Dublin,Leinster,53.3498,-6.2603,53,2025-02
ORD00373,CUST0308,PROD013,Purchase,2024-11-21,Cork,Munster,51.8985,-8.4756,63,2024-11
ORD00374,CUST0370,PROD015,Purchase,2025-03-17,Kilkenny,Leinster,52.6541,-7.2448,94,2025-03
ORD00375,CUST0312,PROD013,Purchase,2025-03-28,Waterford,Munster,52.2593,-7.1101,112,2025-03
ORD00376,CUST0146,PROD014,Purchase,2024-11-25,Cork,Munster,51.8985,-8.4756,56,2024-11
ORD00377,CUST0399,PROD011,Purchase,2024-12-13,Galway,Connacht,53.2707,-9.0568,53,2024-12
ORD00378,CUST0482,PROD001,Purchase,2025-03-10,Cork,Munster,51.8985,-8.4756,112,2025-03
ORD00379,CUST0354,PROD013,Purchase,2024-11-08,Waterford,Munster,52.2593,-7.1101,57,2024-11
ORD00380,CUST0014,PROD004,Purchase,2025-03-13,Sligo,Connacht,54.2742,-8.4694,111,2025-03
ORD00381,CUST0435,PROD018,Purchase,2025-04-03,Cork,Munster,51.8985,-8.4756,77,2025-04
ORD00382,CUST0434,PROD001,Purchase,2025-02-03,Athlone,Leinster,53.4239,-7.9407,123,2025-02
ORD00383,CUST0338,PROD020,Purchase,2024-10-11,Waterford,Munster,52.2593,-7.1101,111,2024-10
ORD00384,CUST0449,PROD003,Purchase,2024-12-03,Sligo,Connacht,54.2742,-8.4694,77,2024-12
ORD00385,CUST0155,PROD019,Return,2025-03-26,Limerick,Munster,52.6638,-8.6267,-77,2025-03
ORD00386,CUST0106,PROD002,Purchase,2024-11-08,Waterford,Munster,52.2593,-7.1101,56,2024-11
ORD00387,CUST0266,PROD003,Purchase,2024-11-05,Cork,Munster,51.8985,-8.4756,93,2024-11
ORD00388,CUST0311,PROD012,Purchase,2025-01-23,Dublin,Leinster,53.3498,-6.2603,111,2025-01
ORD00389,CUST0261,PROD017,Purchase,2024-11-28,Kilkenny,Leinster,52.6541,-7.2448,56,2024-11
ORD00390,CUST0097,PROD004,Purchase,2025-03-15,Cork,Munster,51.8985,-8.4756,123,2025-03
ORD00391,CUST0383,PROD010,Purchase,2024-11-13,Cork,Munster,51.8985,-8.4756,94,2024-11
ORD00392,CUST0201,PROD010,Purchase,2024-11-01,Cork,Munster,51.8985,-8.4756,98,2024-11
ORD00393,CUST0152,PROD020,Purchase,2025-02-16,Cork,Munster,51.8985,-8.4756,93,2025-02
ORD00394,CUST0331,PROD003,Return,2025-03-28,Kilkenny,Leinster,52.6541,-7.2448,-123,2025-03
ORD00395,CUST0028,PROD010,Purchase,2024-10-16,Limerick,Munster,52.6638,-8.6267,63,2024-10
ORD00396,CUST0402,PROD015,Purchase,2024-11-05,Waterford,Munster,52.2593,-7.1101,109,2024-11
ORD00397,CUST0460,PROD013,Purchase,2024-10-13,Waterford,Munster,52.2593,-7.1101,94,2024-10
ORD00398,CUST0407,PROD013,Purchase,2024-12-19,Dublin,Leinster,53.3498,-6.2603,94,2024-12
ORD00399,CUST0489,PROD001,Purchase,2025-03-13,Cork,Munster,51.8985,-8.4756,77,2025-03
ORD00400,CUST0123,PROD016,Purchase,2025-03-13,Cork,Munster,51.8985,-8.4756,109,2025-03
ORD00401,CUST0254,PROD006,Purchase,2024-10-19,Waterford,Munster,52.2593,-7.1101,87,2024-10
ORD00402,CUST0198,PROD018,Purchase,2024-12-11,Athlone,Leinster,53.4239,-7.9407,57,2024-12
ORD00403,CUST0058,PROD008,Purchase,2025-03-04,Athlone,Leinster,53.4239,-7.9407,53,2025-03
ORD00404,CUST0124,PROD005,Purchase,2025-01-10,Athlone,Leinster,53.4239,-7.9407,93,2025-01
ORD00405,CUST0256,PROD013,Purchase,2025-02-24,Cork,Munster,51.8985,-8.4756,98,2025-02
ORD00406,CUST0327,PROD018,Purchase,2025-04-06,Sligo,Connacht,54.2742,-8.4694,76,2025-04
ORD00407,CUST0305,PROD010,Purchase,2025-03-17,Cork,Munster,51.8985,-8.4756,63,2025-03
ORD00408,CUST0037,PROD005,Purchase,2024-12-24,Kilkenny,Leinster,52.6541,-7.2448,98,2024-12
ORD00409,CUST0271,PROD010,Purchase,2024-12-24,Kilkenny,Leinster,52.6541,-7.2448,63,2024-12
ORD00410,CUST0456,PROD012,Purchase,2025-02-16,Limerick,Munster,52.6638,-8.6267,123,2025-02
ORD00411,CUST0007,PROD001,Purchase,2025-03-13,Limerick,Munster,52.6638,-8.6267,76,2025-03
ORD00412,CUST0185,PROD018,Purchase,2025-03-19,Cork,Munster,51.8985,-8.4756,94,2025-03
ORD00413,CUST0479,PROD018,Purchase,2025-02-14,Sligo,Connacht,54.2742,-8.4694,123,2025-02
ORD00414,CUST0163,PROD005,Purchase,2024-11-09,Waterford,Munster,52.2593,-7.1101,111,2024-11
ORD00415,CUST0068,PROD004,Purchase,2025-01-15,Galway,Connacht,53.2707,-9.0568,111,2025-01
ORD00416,CUST0199,PROD002,Purchase,2024-10-18,Galway,Connacht,53.2707,-9.0568,77,2024-10
ORD00417,CUST0441,PROD001,Purchase,2024-11-04,Limerick,Munster,52.6638,-8.6267,111,2024-11
ORD00418,CUST0430,PROD019,Purchase,2025-01-16,Cork,Munster,51.8985,-8.4756,65,2025-01
ORD00419,CUST0292,PROD020,Purchase,2025-02-02,Dublin,Leinster,53.3498,-6.2603,77,2025-02
ORD00420,CUST0216,PROD013,Purchase,2024-12-14,Galway,Connacht,53.2707,-9.0568,112,2024-12
ORD00421,CUST0188,PROD018,Purchase,2025-03-28,Kilkenny,Leinster,52.6541,-7.2448,94,2025-03
ORD00422,CUST0280,PROD018,Purchase,2024-10-30,Dublin,Leinster,53.3498,-6.2603,57,2024-10
ORD00423,CUST0350,PROD003,Purchase,2025-03-29,Sligo,Connacht,54.2742,-8.4694,94,2025-03
ORD00424,CUST0089,PROD010,Purchase,2025-03-24,Waterford,Munster,52.2593,-7.1101,123,2025-03
ORD00425,CUST0391,PROD007,Purchase,2025-01-04,Waterford,Munster,52.2593,-7.1101,28,2025-01
ORD00426,CUST0242,PROD012,Purchase,2024-10-30,Sligo,Connacht,54.2742,-8.4694,63,2024-10
ORD00427,CUST0489,PROD007,Return,2025-01-21,Dublin,Leinster,53.3498,-6.2603,-28,2025-01
ORD00428,CUST0395,PROD014,Purchase,2025-04-05,Waterford,Munster,52.2593,-7.1101,56,2025-04
ORD00429,CUST0038,PROD017,Purchase,2025-01-07,Athlone,Leinster,53.4239,-7.9407,69,2025-01
ORD00430,CUST0009,PROD005,Purchase,2024-10-13,Cork,Munster,51.8985,-8.4756,111,2024-10
ORD00431,CUST0301,PROD006,Purchase,2025-02-28,Waterford,Munster,52.2593,-7.1101,109,2025-02
ORD00432,CUST0035,PROD006,Purchase,2024-11-07,Cork,Munster,51.8985,-8.4756,76,2024-11
ORD00433,CUST0008,PROD008,Purchase,2024-12-29,Sligo,Connacht,54.2742,-8.4694,57,2024-12
ORD00434,CUST0135,PROD020,Purchase,2025-03-29,Cork,Munster,51.8985,-8.4756,94,2025-03
ORD00435,CUST0111,PROD009,Return,2025-02-15,Waterford,Munster,52.2593,-7.1101,-28,2025-02
ORD00436,CUST0021,PROD007,Purchase,2024-11-09,Kilkenny,Leinster,52.6541,-7.2448,112,2024-11
ORD00437,CUST0473,PROD004,Return,2024-10-25,Galway,Connacht,53.2707,-9.0568,-94,2024-10
ORD00438,CUST0031,PROD006,Return,2025-01-10,Galway,Connacht,53.2707,-9.0568,-123,2025-01
ORD00439,CUST0486,PROD019,Purchase,2025-03-11,Cork,Munster,51.8985,-8.4756,77,2025-03
ORD00440,CUST0405,PROD002,Purchase,2024-12-01,Sligo,Connacht,54.2742,-8.4694,98,2024-12
ORD00441,CUST0204,PROD018,Return,2024-12-15,Athlone,Leinster,53.4239,-7.9407,-112,2024-12
ORD00442,CUST0260,PROD015,Purchase,2025-02-09,Cork,Munster,51.8985,-8.4756,90,2025-02
ORD00443,CUST0147,PROD018,Purchase,2025-02-22,Waterford,Munster,52.2593,-7.1101,28,2025-02
ORD00444,CUST0322,PROD003,Purchase,2024-12-27,Sligo,Connacht,54.2742,-8.4694,94,2024-12
ORD00445,CUST0365,PROD010,Purchase,2025-02-14,Galway,Connacht,53.2707,-9.0568,77,2025-02
ORD00446,CUST0257,PROD003,Purchase,2024-10-26,Kilkenny,Leinster,52.6541,-7.2448,65,2024-10
ORD00447,CUST0393,PROD009,Return,2025-03-25,Waterford,Munster,52.2593,-7.1101,-123,2025-03
ORD00448,CUST0213,PROD004,Purchase,2024-12-13,Cork,Munster,51.8985,-8.4756,109,2024-12
ORD00449,CUST0217,PROD007,Purchase,2025-03-25,Cork,Munster,51.8985,-8.4756,109,2025-03
ORD00450,CUST0360,PROD019,Purchase,2025-02-18,Limerick,Munster,52.6638,-8.6267,98,2025-02
ORD00451,CUST0206,PROD016,Purchase,2025-03-26,Galway,Connacht,53.2707,-9.0568,112,2025-03
ORD00452,CUST0043,PROD011,Purchase,2025-01-22,Sligo,Connacht,54.2742,-8.4694,98,2025-01
ORD00453,CUST0328,PROD012,Return,2024-12-23,Waterford,Munster,52.2593,-7.1101,-69,2024-12
ORD00454,CUST0275,PROD005,Purchase,2024-12-11,Cork,Munster,51.8985,-8.4756,69,2024-12
ORD00455,CUST0276,PROD008,Purchase,2025-02-09,Cork,Munster,51.8985,-8.4756,93,2025-02
ORD00456,CUST0316,PROD004,Purchase,2025-02-27,Cork,Munster,51.8985,-8.4756,98,2025-02
ORD00457,CUST0079,PROD010,Purchase,2025-04-01,Dublin,Leinster,53.3498,-6.2603,111,2025-04
ORD00458,CUST0143,PROD020,Purchase,2025-03-07,Sligo,Connacht,54.2742,-8.4694,90,2025-03
ORD00459,CUST0043,PROD003,Purchase,2025-01-13,Athlone,Leinster,53.4239,-7.9407,90,2025-01
ORD00460,CUST0159,PROD007,Purchase,2025-03-29,Cork,Munster,51.8985,-8.4756,111,2025-03
ORD00461,CUST0041,PROD011,Return,2025-01-24,Galway,Connacht,53.2707,-9.0568,-109,2025-01
ORD00462,CUST0262,PROD016,Return,2024-10-17,Kilkenny,Leinster,52.6541,-7.2448,-87,2024-10
ORD00463,CUST0472,PROD015,Purchase,2025-02-07,Limerick,Munster,52.6638,-8.6267,69,2025-02
ORD00464,CUST0105,PROD011,Purchase,2024-10-24,Cork,Munster,51.8985,-8.4756,98,2024-10
ORD00465,CUST0499,PROD020,Purchase,2024-11-25,Galway,Connacht,53.2707,-9.0568,57,2024-11
ORD00466,CUST0414,PROD010,Purchase,2025-02-10,Cork,Munster,51.8985,-8.4756,123,2025-02
ORD00467,CUST0080,PROD019,Purchase,2025-02-20,Athlone,Leinster,53.4239,-7.9407,123,2025-02
ORD00468,CUST0275,PROD005,Purchase,2025-04-07,Cork,Munster,51.8985,-8.4756,77,2025-04
ORD00469,CUST0168,PROD019,Purchase,2024-12-05,Galway,Connacht,53.2707,-9.0568,77,2024-12
ORD00470,CUST0201,PROD019,Purchase,2024-11-24,Kilkenny,Leinster,52.6541,-7.2448,87,2024-11
ORD00471,CUST0301,PROD012,Purchase,2025-03-05,Sligo,Connacht,54.2742,-8.4694,93,2025-03
ORD00472,CUST0325,PROD011,Purchase,2024-10-28,Limerick,Munster,52.6638,-8.6267,53,2024-10
ORD00473,CUST0391,PROD014,Purchase,2025-01-03,Waterford,Munster,52.2593,-7.1101,63,2025-01
ORD00474,CUST0428,PROD006,Purchase,2024-10-30,Waterford,Munster,52.2593,-7.1101,109,2024-10
ORD00475,CUST0333,PROD001,Purchase,2025-03-07,Kilkenny,Leinster,52.6541,-7.2448,76,2025-03
ORD00476,CUST0349,PROD011,Purchase,2025-02-11,Kilkenny,Leinster,52.6541,-7.2448,112,2025-02
ORD00477,CUST0330,PROD008,Purchase,2025-02-24,Waterford,Munster,52.2593,-7.1101,93,2025-02
ORD00478,CUST0034,PROD008,Purchase,2025-03-29,Limerick,Munster,52.6638,-8.6267,76,2025-03
ORD00479,CUST0159,PROD014,Purchase,2024-10-30,Galway,Connacht,53.2707,-9.0568,65,2024-10
ORD00480,CUST0358,PROD009,Purchase,2025-01-05,Cork,Munster,51.8985,-8.4756,65,2025-01
ORD00481,CUST0224,PROD012,Return,2024-11-12,Cork,Munster,51.8985,-8.4756,-111,2024-11
ORD00482,CUST0374,PROD005,Purchase,2025-02-22,Galway,Connacht,53.2707,-9.0568,56,2025-02
ORD00483,CUST0489,PROD011,Purchase,2024-12-08,Athlone,Leinster,53.4239,-7.9407,28,2024-12
ORD00484,CUST0434,PROD016,Return,2025-04-04,Waterford,Munster,52.2593,-7.1101,-65,2025-04
ORD00485,CUST0123,PROD015,Purchase,2024-10-16,Galway,Connacht,53.2707,-9.0568,76,2024-10
ORD00486,CUST0030,PROD015,Purchase,2024-10-19,Athlone,Leinster,53.4239,-7.9407,53,2024-10
ORD00487,CUST0126,PROD012,Purchase,2024-12-12,Kilkenny,Leinster,52.6541,-7.2448,93,2024-12
ORD00488,CUST0045,PROD010,Purchase,2025-03-14,Dublin,Leinster,53.3498,-6.2603,123,2025-03
ORD00489,CUST0474,PROD016,Purchase,2024-10-21,Galway,Connacht,53.2707,-9.0568,90,2024-10
ORD00490,CUST0223,PROD018,Purchase,2024-12-06,Dublin,Leinster,53.3498,-6.2603,112,2024-12
ORD00491,CUST0060,PROD004,Purchase,2024-12-19,Athlone,Leinster,53.4239,-7.9407,57,2024-12
ORD00492,CUST0233,PROD006,Purchase,2024-12-22,Dublin,Leinster,53.3498,-6.2603,77,2024-12
ORD00493,CUST0314,PROD020,Purchase,2025-01-02,Kilkenny,Leinster,52.6541,-7.2448,90,2025-01
